,name,gross,runtime,budget,score,genre,votes,year,director,rating,released,star,writer,company,gross_bin,month,isweekend
5299,True Crime,16635339,127,55000000,6.6,Crime,27145,1999,Clint Eastwood,R,3/19/1999,Clint Eastwood,Andrew Klavan,Warner Bros.,3,3,0
5300,The Rage: Carrie 2,17762705,104,21000000,4.6,Horror,13693,1999,Katt Shea,R,3/12/1999,Emily Bergl,Stephen King,United Artists,3,3,0
5301,The Corruptor,15156200,110,25000000,6.0,Action,15959,1999,James Foley,R,3/12/1999,Yun-Fat Chow,Robert Pucci,New Line Cinema,3,3,0
5302,Cruel Intentions,38328567,97,10500000,6.8,Drama,157466,1999,Roger Kumble,R,3/5/1999,Sarah Michelle Gellar,Choderlos de Laclos,Columbia Pictures,3,3,0
5303,Analyze This,106885658,103,80000000,6.7,Comedy,130447,1999,Harold Ramis,R,3/5/1999,Robert De Niro,Kenneth Lonergan,Village Roadshow Pictures,4,3,0
5305,8MM,36663315,123,40000000,6.5,Mystery,109400,1999,Joel Schumacher,R,2/26/1999,Nicolas Cage,Andrew Kevin Walker,Columbia Pictures,3,2,0
5306,200 Cigarettes,6851636,101,6000000,5.9,Comedy,13466,1999,Risa Bramon Garcia,R,2/26/1999,Ben Affleck,Shana Larsen,Dogstar Films,2,2,0
5307,Affliction,6302154,114,6000000,7.0,Drama,12633,1999,Paul Schrader,R,2/19/1999,Nick Nolte,Russell Banks,JVC Entertainment Networks,2,2,0
5308,Rushmore,17105219,93,9000000,7.7,Comedy,144975,1999,Wes Anderson,R,2/19/1999,Jason Schwartzman,Wes Anderson,American Empirical Pictures,3,2,0
5309,Elizabeth,30082699,124,30000000,7.5,Biography,80195,1999,Shekhar Kapur,R,2/19/1999,Cate Blanchett,Michael Hirst,PolyGram Filmed Entertainment,3,2,0
5310,Enredos de oficina,10824921,89,10000000,7.8,Comedy,212640,1999,Mike Judge,R,2/19/1999,Ron Livingston,Mike Judge,Twentieth Century Fox Film Corporation,3,2,0
5311,Jawbreaker,3071947,87,3500000,5.5,Comedy,20256,1999,Darren Stein,R,2/19/1999,Rose McGowan,Darren Stein,Crossroads Films,2,2,0
5312,Breakfast of Champions,175370,110,12000000,4.6,Comedy,7081,1999,Alan Rudolph,R,2/18/1999,Bruce Willis,Kurt Vonnegut Jr.,Flying Heart Films,1,2,0
5313,Swiri,97152,125,5000000,6.7,Action,7224,1999,Je-kyu Kang,R,2/13/1999,Suk-kyu Han,Je-kyu Kang,Kang Je-Kyu Film Co. Ltd.,1,2,1
5314,Hilary and Jackie,4874838,121,7000000,7.4,Biography,8950,1999,Anand Tucker,R,2/5/1999,Emily Watson,Hilary du Pr�,Arts Council of England,2,2,0
5315,Payback,81526121,100,90000000,7.1,Action,117618,1999,Brian Helgeland,R,2/5/1999,Mel Gibson,Donald E. Westlake,Icon Entertainment International,3,2,0
5316,A Simple Plan,16311763,121,17000000,7.5,Crime,54106,1999,Sam Raimi,R,1/22/1999,Bill Paxton,Scott B. Smith,BBC,3,1,0
5317,Playing by Heart,3956212,121,14000000,7.2,Comedy,17129,1999,Willard Carroll,R,1/22/1999,Gillian Anderson,Willard Carroll,Hyperion Pictures,2,1,0
5321,Gloria,4155234,108,30000000,5.1,Crime,4711,1999,Sidney Lumet,R,1/22/1999,Sharon Stone,John Cassavetes,Columbia Pictures,2,1,0
5322,The Thin Red Line,36400491,170,52000000,7.6,Drama,148812,1999,Terrence Malick,R,1/15/1999,Jim Caviezel,James Jones,Fox 2000 Pictures,3,1,0
5323,Varsity Blues,52885587,106,16000000,6.4,Comedy,37062,1999,Brian Robbins,R,1/15/1999,James Van Der Beek,W. Peter Iliff,MTV Films,3,1,0
5324,Virus,14010690,99,75000000,4.9,Action,23127,1999,John Bruno,R,1/15/1999,Jamie Lee Curtis,Chuck Pfarrer,Mutual Film Company,3,1,0
5325,In Dreams,12017369,100,30000000,5.5,Drama,11323,1999,Neil Jordan,R,1/15/1999,Annette Bening,Bari Wood,Amblin Entertainment,3,1,0
5326,Hideous Kinky,1262786,98,12000000,6.1,Adventure,5757,1999,Gillies MacKinnon,R,1/13/1999,Kate Winslet,Esther Freud,AMLF,2,1,0
5328,Shakespeare in Love,100317794,123,25000000,7.2,Comedy,187035,1999,John Madden,R,1/8/1999,Gwyneth Paltrow,Marc Norman,Universal Pictures,4,1,0
5329,The Faculty,40064955,104,15000000,6.4,Horror,96886,1998,Robert Rodriguez,R,12/25/1998,Jordana Brewster,David Wechter,Dimension Films,3,12,0
5333,Psycho,21456130,105,60000000,4.6,Horror,39983,1998,Gus Van Sant,R,12/4/1998,Vince Vaughn,Robert Bloch,Universal Pictures,3,12,0
5335,Very Bad Things,9801782,100,10000000,6.3,Comedy,41062,1998,Peter Berg,R,11/25/1998,Christian Slater,Peter Berg,Initial Entertainment Group (IEG),2,11,0
5336,Ringmaster,9247881,90,3500000,3.2,Comedy,4578,1998,Neil Abramson,R,11/25/1998,Jerry Springer,Jon Bernstein,Artisan Entertainment,2,11,0
5337,American History X,6719864,119,7500000,8.5,Crime,857333,1998,Tony Kaye,R,11/20/1998,Edward Norton,David McKenna,New Line Cinema,2,11,0
5338,Enemy of the State,111549836,132,90000000,7.3,Action,199848,1998,Tony Scott,R,11/20/1998,Will Smith,David Marconi,Touchstone Pictures,4,11,0
5339,Celebrity,5032496,113,12000000,6.3,Comedy,21644,1998,Woody Allen,R,11/20/1998,Kenneth Branagh,Woody Allen,Sweetland Films,2,11,0
5340,Central Station,5595428,113,2900000,8.0,Drama,30487,1998,Walter Salles,R,11/20/1998,Fernanda Montenegro,Marcos Bernstein,"Audiovisual Development Bureau, Ministerio da Cultura",2,11,0
5341,Savior,12903,103,10000000,7.3,Drama,9097,1998,Predrag Antonijevic,R,11/20/1998,Dennis Quaid,Robert Orr,Initial Entertainment Group (IEG),1,11,0
5342,I Still Know What You Did Last Summer,40002112,100,24000000,4.6,Horror,58906,1998,Danny Cannon,R,11/13/1998,Jennifer Love Hewitt,Lois Duncan,Columbia Pictures,3,11,0
5343,The Siege,40981289,116,70000000,6.3,Action,61043,1998,Edward Zwick,R,11/6/1998,Denzel Washington,Lawrence Wright,Twentieth Century Fox Film Corporation,3,11,0
5344,Belly,9630169,96,3000000,6.0,Crime,7666,1998,Hype Williams,R,11/4/1998,Nas,Anthony Bodden,Big Dog Films,2,11,0
5345,Gods and Monsters,6390032,105,3500000,7.5,Biography,26050,1998,Bill Condon,R,11/4/1998,Ian McKellen,Christopher Bram,Lionsgate,2,11,0
5346,Vampires,20241395,108,20000000,6.1,Action,45366,1998,John Carpenter,R,10/30/1998,James Woods,John Steakley,Film Office,3,10,0
5349,Soldier,14567883,99,60000000,6.0,Action,46241,1998,Paul W.S. Anderson,R,10/23/1998,Kurt Russell,David Webb Peoples,Warner Bros.,3,10,0
5350,Apt Pupil,8838938,111,14000000,6.7,Crime,30742,1998,Bryan Singer,R,10/23/1998,Ian McKellen,Stephen King,Phoenix Pictures,2,10,0
5351,Bride of Chucky,32383850,89,25000000,5.4,Comedy,42757,1998,Ronny Yu,R,10/16/1998,Jennifer Tilly,Don Mancini,Midwinter Productions Inc.,3,10,0
5352,Beloved,22852487,172,80000000,5.9,Drama,6354,1998,Jonathan Demme,R,10/16/1998,Oprah Winfrey,Toni Morrison,Harpo Films,3,10,0
5353,Pecker,2281761,87,6000000,6.4,Comedy,12098,1998,John Waters,R,10/9/1998,Edward Furlong,John Waters,Polar Entertainment,2,10,0
5354,Strangeland,631221,85,1100000,5.0,Horror,5935,1998,John Pieplow,R,10/2/1998,Kevin Gage,Dee Snider,Shooting Gallery,1,10,0
5356,Lolita,1400000,137,62000000,6.9,Drama,41536,1998,Adrian Lyne,R,9/25/1998,Jeremy Irons,Vladimir Nabokov,Guild,2,9,0
5357,Ronin,41616262,122,55000000,7.3,Action,152869,1998,John Frankenheimer,R,9/25/1998,Robert De Niro,J.D. Zeik,FGM Entertainment,3,9,0
5358,Urban Legend,38072438,99,14000000,5.5,Horror,50594,1998,Jamie Blanks,R,9/25/1998,Jared Leto,Silvio Horta,Phoenix Pictures,3,9,0
5360,Clay Pigeons,1789892,104,8000000,6.6,Comedy,9721,1998,David Dobkin,R,9/25/1998,Joaquin Phoenix,Matthew L. Healy,Fade In Films,2,9,0
5361,One True Thing,23245840,127,30000000,7.0,Drama,9970,1998,Carl Franklin,R,9/18/1998,Meryl Streep,Anna Quindlen,Monarch Pictures,3,9,0
5362,Rounders,22905674,121,12000000,7.4,Crime,128159,1998,John Dahl,R,9/11/1998,Matt Damon,David Levien,Miramax,3,9,0
5363,Slums of Beverly Hills,5480318,91,5000000,6.6,Comedy,10079,1998,Tamara Jenkins,R,9/11/1998,Natasha Lyonne,Tamara Jenkins,Fox Searchlight Pictures,2,9,0
5365,Knock Off,10076136,91,35000000,4.8,Action,12179,1998,Hark Tsui,R,9/4/1998,Jean-Claude Van Damme,Steven E. de Souza,Knock Films A.V.V.,3,9,0
5367,54,16574731,93,13000000,5.8,Drama,28791,1998,Mark Christopher,R,8/28/1998,Ryan Phillippe,Mark Christopher,Dollface,3,8,0
5369,Blade,70087718,120,45000000,7.1,Action,206719,1998,Stephen Norrington,R,8/21/1998,Wesley Snipes,David S. Goyer,Amen Ra Films,3,8,0
5370,Dead Man on Campus,15062898,96,14000000,6.1,Comedy,12255,1998,Alan Cohn,R,8/21/1998,Tom Everett Scott,Anthony Abrams,Paramount Pictures,3,8,0
5371,Your Friends & Neighbors,4710749,100,5000000,6.4,Comedy,7208,1998,Neil LaBute,R,8/21/1998,Amy Brenneman,Neil LaBute,Polygram Filmed Entertainment,2,8,0
5372,How Stella Got Her Groove Back,37672350,124,20000000,5.6,Comedy,5794,1998,Kevin Rodney Sullivan,R,8/14/1998,Angela Bassett,Terry McMillan,Twentieth Century Fox Film Corporation,3,8,0
5374,Snake Eyes,55585389,98,73000000,6.0,Crime,67384,1998,Brian De Palma,R,8/7/1998,Nicolas Cage,Brian De Palma,Paramount Pictures,3,8,0
5375,Safe Men,21210,88,1000000,6.0,Comedy,2851,1998,John Hamburg,R,8/7/1998,Sam Rockwell,John Hamburg,Andell Entertainment,1,8,0
5376,Halloween H20: 20 Years Later,55041738,86,17000000,5.7,Horror,52529,1998,Steve Miner,R,8/5/1998,Jamie Lee Curtis,Debra Hill,Dimension Films,3,8,0
5378,El mediador,44484065,140,50000000,7.3,Action,113865,1998,F. Gary Gray,R,7/29/1998,Samuel L. Jackson,James DeMonaco,Regency Enterprises,3,7,0
5379,Saving Private Ryan,216540909,169,70000000,8.6,Drama,979007,1998,Steven Spielberg,R,7/24/1998,Tom Hanks,Robert Rodat,DreamWorks,4,7,0
5380,Perturbados,17411331,84,15000000,5.5,Horror,18255,1998,David Nutter,R,7/24/1998,James Marsden,Scott Rosenberg,Metro-Goldwyn-Mayer (MGM),3,7,0
5381,There's Something About Mary,176484651,119,23000000,7.1,Comedy,259794,1998,Bobby Farrelly,R,7/15/1998,Ben Stiller,Ed Decter,Twentieth Century Fox Film Corporation,4,7,0
5383,Pi,3216970,84,60000,7.5,Drama,151309,1998,Darren Aronofsky,R,7/10/1998,Sean Gullette,Darren Aronofsky,Harvest Filmworks,2,7,0
5384,Lethal Weapon 4,130444603,127,140000000,6.6,Action,135019,1998,Richard Donner,R,7/10/1998,Mel Gibson,Shane Black,Warner Bros.,4,7,0
5385,Out of Sight,37562568,123,48000000,7.0,Crime,75099,1998,Steven Soderbergh,R,6/26/1998,George Clooney,Elmore Leonard,Universal Pictures,3,6,0
5386,Buffalo '66,2375097,110,1500000,7.5,Comedy,39256,1998,Vincent Gallo,R,6/26/1998,Vincent Gallo,Vincent Gallo,Cin�pix Film Properties (CFP),2,6,0
5388,The Celebration,1647780,105,1300000,8.1,Drama,69371,1998,Thomas Vinterberg,R,6/19/1998,Ulrich Thomsen,Thomas Vinterberg,Nimbus Film Productions,2,6,0
5390,The Last Days of Disco,2987297,113,8000000,6.6,Comedy,10509,1998,Whit Stillman,R,6/12/1998,Chlo� Sevigny,Whit Stillman,Castle Rock Entertainment,2,6,0
5394,A Perfect Murder,67638368,107,60000000,6.5,Crime,68263,1998,Andrew Davis,R,6/5/1998,Michael Douglas,Frederick Knott,Warner Bros.,3,6,0
5396,Fear and Loathing in Las Vegas,10680275,118,18500000,7.7,Adventure,226427,1998,Terry Gilliam,R,5/22/1998,Johnny Depp,Hunter S. Thompson,Fear and Loathing LLC,3,5,0
5397,Bulworth,26525834,108,30000000,6.8,Comedy,22893,1998,Warren Beatty,R,5/22/1998,Warren Beatty,Warren Beatty,Twentieth Century Fox Film Corporation,3,5,0
5398,The Opposite of Sex,5881367,105,5000000,6.5,Comedy,18791,1998,Don Roos,R,5/22/1998,Christina Ricci,Don Roos,Rysher Entertainment,2,5,0
5399,Los idiotas,7235,117,2500000,6.9,Comedy,25714,1998,Lars von Trier,R,5/21/1998,Bodil J�rgensen,Lars von Trier,Zentropa Entertainments,1,5,0
5400,Lawn Dogs,106292,101,7000000,7.6,Drama,6638,1998,John Duigan,R,5/15/1998,Sam Rockwell,Naomi Wallace,"Rank Organisation, The",1,5,0
5401,Woo,8026971,84,13000000,3.9,Comedy,1586,1998,Daisy von Scherler Mayer,R,5/8/1998,Jada Pinkett Smith,David C. Johnson,Gotham Entertainment Group,2,5,0
5402,Wilde,2157701,118,10000000,6.9,Biography,13004,1998,Brian Gilbert,R,5/1/1998,Stephen Fry,Richard Ellmann,BBC,2,5,0
5403,He Got Game,21554585,136,25000000,6.9,Drama,38487,1998,Spike Lee,R,5/1/1998,Denzel Washington,Spike Lee,Touchstone Pictures,3,5,0
5404,The Big Hit,27052167,91,13000000,6.1,Action,25792,1998,Kirk Wong,R,4/24/1998,Mark Wahlberg,Ben Ramsey,TriStar Pictures,3,4,0
5406,Suicide Kings,1692872,106,5000000,7.0,Comedy,23526,1998,Peter O'Fallon,R,4/17/1998,Christopher Walken,Josh McKinney,Live Entertainment,2,4,0
5408,The Object of My Affection,29106737,111,15000000,6.0,Comedy,16506,1998,Nicholas Hytner,R,4/17/1998,Jennifer Aniston,Stephen McCauley,Twentieth Century Fox Film Corporation,3,4,0
5411,The Players Club,23031390,104,4500000,5.7,Comedy,4688,1998,Ice Cube,R,4/8/1998,LisaRaye McCoy,Ice Cube,New Line Cinema,3,4,0
5412,Mercury Rising,32940507,111,60000000,6.1,Action,57649,1998,Harold Becker,R,4/3/1998,Bruce Willis,Ryne Douglas Pearson,Universal Pictures,3,4,0
5413,Criaturas celestiales,3049135,99,5000000,7.4,Biography,52852,1998,Peter Jackson,R,3/27/1998,Melanie Lynskey,Fran Walsh,WingNut Films,2,3,0
5414,Character,713413,122,4500000,7.8,Crime,9512,1998,Mike van Diem,R,3/27/1998,Pavlik Jansen op de Haar,Ferdinand Bordewijk,First Floor Features,1,3,0
5417,Wild Things,29753944,108,20000000,6.5,Crime,95388,1998,John McNaughton,R,3/20/1998,Kevin Bacon,Stephen Peters,Mandalay Entertainment,3,3,0
5418,Esc�ndalo,38966057,143,65000000,6.7,Comedy,24802,1998,Mike Nichols,R,3/20/1998,John Travolta,Joe Klein,Award Entertainment,3,3,0
5420,The Big Lebowski,17451873,117,15000000,8.2,Comedy,592823,1998,Joel Coen,R,3/6/1998,Jeff Bridges,Ethan Coen,Polygram Filmed Entertainment,3,3,0
5421,Twilight,15030732,94,20000000,6.2,Crime,8769,1998,Robert Benton,R,3/6/1998,Paul Newman,Robert Benton,Cinehaus,3,3,0
5424,Ciudad en tinieblas,14378331,100,27000000,7.7,Mystery,166822,1998,Alex Proyas,R,2/27/1998,Rufus Sewell,Alex Proyas,Mystery Clock Cinema,3,2,0
5427,An Alan Smithee Film: Burn Hollywood Burn,45779,86,10000000,3.5,Comedy,3055,1998,Arthur Hiller,R,2/20/1998,Ryan O'Neal,Joe Eszterhas,Cinergi Pictures Entertainment,1,2,0
5428,Dangerous Beauty,4530929,111,8000000,7.3,Biography,13477,1998,Marshall Herskovitz,R,2/20/1998,Catherine McCormack,Margaret Rosenthal,Regency Enterprises,2,2,0
5429,Senseless,13035599,93,15000000,6.0,Comedy,11375,1998,Penelope Spheeris,R,2/20/1998,Marlon Wayans,Greg Erb,Dimension Films,3,2,0
5431,The Night Flier,125397,94,1000000,6.0,Fantasy,7849,1998,Mark Pavia,R,2/6/1998,Miguel Ferrer,Stephen King,New Amsterdam Entertainment,1,2,0
5432,The Replacement Killers,18967571,87,30000000,6.1,Action,24291,1998,Antoine Fuqua,R,2/6/1998,Yun-Fat Chow,Ken Sanzel,Columbia Pictures,3,2,0
5434,Great Expectations,26333044,111,25000000,6.8,Drama,45205,1998,Alfonso Cuar�n,R,1/30/1998,Ethan Hawke,Charles Dickens,Art Linson Productions,3,1,0
5435,Deep Rising,11203026,106,45000000,6.0,Action,28083,1998,Stephen Sommers,R,1/30/1998,Treat Williams,Stephen Sommers,Calimari Productions,3,1,0
5436,Desperate Measures,13806137,100,50000000,6.1,Action,14476,1998,Barbet Schroeder,R,1/30/1998,Michael Keaton,David Klass,Mandalay Entertainment,3,1,0
5437,Zero Effect,1980338,116,5000000,7.0,Comedy,12839,1998,Jake Kasdan,R,1/30/1998,Bill Pullman,Jake Kasdan,Castle Rock Entertainment,2,1,0
5439,The Gingerbread Man,1534569,114,25000000,5.7,Thriller,9583,1998,Robert Altman,R,1/23/1998,Kenneth Branagh,John Grisham,Enchanter Entertainment,2,1,0
5442,Half Baked,17278980,82,8000000,6.7,Comedy,50868,1998,Tamra Davis,R,1/16/1998,Dave Chappelle,Dave Chappelle,Robert Simonds Productions,3,1,0
5443,Hard Rain,19819494,97,70000000,5.8,Action,28397,1998,Mikael Salomon,R,1/16/1998,Morgan Freeman,Graham Yost,BBC,3,1,0
5444,Good Will Hunting,138433435,126,10000000,8.3,Drama,675871,1998,Gus Van Sant,R,1/9/1998,Robin Williams,Matt Damon,Be Gentlemen Limited Partnership,4,1,0
5445,Wag the Dog,43022524,97,15000000,7.1,Comedy,70832,1998,Barry Levinson,R,1/9/1998,Dustin Hoffman,Larry Beinhart,Baltimore Pictures,3,1,0
5447,Firestorm,8041665,89,19000000,4.6,Thriller,3270,1998,Dean Semler,R,1/9/1998,Howie Long,Chris Soth,Twentieth Century Fox Film Corporation,2,1,0
5448,Deconstructing Harry,10569071,96,20000000,7.4,Comedy,37690,1998,Woody Allen,R,1/2/1998,Woody Allen,Woody Allen,Sweetland Films,3,1,0
5451,The Postman,17626234,177,80000000,6.0,Action,59758,1997,Kevin Costner,R,12/25/1997,Kevin Costner,David Brin,Tig Productions,3,12,0
5452,Jackie Brown,39673162,154,12000000,7.5,Crime,257809,1997,Quentin Tarantino,R,12/25/1997,Pam Grier,Quentin Tarantino,Miramax,3,12,0
5453,Amistad,44175394,155,36000000,7.3,Drama,60668,1997,Steven Spielberg,R,12/25/1997,Djimon Hounsou,David Franzoni,DreamWorks,3,12,0
5454,An American Werewolf in Paris,26570463,105,22000000,5.1,Comedy,20220,1997,Anthony Waller,R,12/25/1997,Tom Everett Scott,John Landis,Hollywood Pictures,3,12,0
5456,Scream 2,101363301,120,24000000,6.1,Horror,133216,1997,Wes Craven,R,12/12/1997,Neve Campbell,Kevin Williamson,Dimension Films,4,12,0
5457,Freeway,295493,104,3000000,6.9,Comedy,23194,1997,Matthew Bright,R,12/4/1997,Reese Witherspoon,Matthew Bright,"Kushner-Locke Company, The",1,12,0
5458,Alien Resurrection,47748610,109,75000000,6.2,Action,191097,1997,Jean-Pierre Jeunet,R,11/26/1997,Sigourney Weaver,Dan O'Bannon,Brandywine Productions,3,11,0
5459,The Ice Storm,7837632,112,18000000,7.5,Drama,48479,1997,Ang Lee,R,11/26/1997,Kevin Kline,Rick Moody,Fox Searchlight Pictures,2,11,0
5460,Welcome to Sarajevo,339648,103,9000000,6.9,Drama,6194,1997,Michael Winterbottom,R,11/26/1997,Stephen Dillane,Michael Nicholson,Miramax,1,11,0
5461,Gummo,19820,89,1300000,6.7,Comedy,26360,1997,Harmony Korine,R,11/24/1997,Nick Sutton,Harmony Korine,Fine Line Features,1,11,0
5462,Midnight in the Garden of Good and Evil,25078937,155,35000000,6.6,Crime,33319,1997,Clint Eastwood,R,11/21/1997,John Cusack,John Berendt,Warner Bros.,3,11,0
5464,The Jackal,54930280,124,60000000,6.4,Action,92834,1997,Michael Caton-Jones,R,11/14/1997,Bruce Willis,Kenneth Ross,Universal Pictures,3,11,0
5465,One Night Stand,2618335,102,24000000,5.8,Drama,5888,1997,Mike Figgis,R,11/14/1997,Wesley Snipes,Mike Figgis,New Line Cinema,2,11,0
5466,Starship Troopers,54814377,129,105000000,7.2,Action,235069,1997,Paul Verhoeven,R,11/7/1997,Casper Van Dien,Edward Neumeier,TriStar Pictures,3,11,0
5467,Eve's Bayou,14821531,109,6000000,7.3,Drama,7316,1997,Kasi Lemmons,R,11/7/1997,Samuel L. Jackson,Kasi Lemmons,Trimark Pictures,3,11,0
5468,Boogie Nights,26400640,155,15000000,7.9,Drama,201945,1997,Paul Thomas Anderson,R,10/31/1997,Mark Wahlberg,Paul Thomas Anderson,New Line Cinema,3,10,0
5469,Switchback,6482195,118,37000000,6.4,Crime,10585,1997,Jeb Stuart,R,10/31/1997,Danny Glover,Jeb Stuart,Pacific Western,2,10,0
5470,Red Corner,22415440,122,48000000,6.3,Crime,13892,1997,Jon Avnet,R,10/31/1997,Richard Gere,Robert King,Metro-Goldwyn-Mayer (MGM),3,10,0
5471,A Life Less Ordinary,4266243,103,12000000,6.4,Comedy,31471,1997,Danny Boyle,R,10/24/1997,Cameron Diaz,John Hodge,Channel Four Films,2,10,0
5472,The Devil's Advocate,60984028,144,57000000,7.5,Drama,279086,1997,Taylor Hackford,R,10/17/1997,Keanu Reeves,Andrew Neiderman,Warner Bros.,3,10,0
5473,I Know What You Did Last Summer,72586134,101,17000000,5.6,Horror,112994,1997,Jim Gillespie,R,10/17/1997,Jennifer Love Hewitt,Lois Duncan,Mandalay Entertainment,3,10,0
5474,Playing God,4052347,94,12000000,5.6,Crime,6643,1997,Andy Wilson,R,10/17/1997,David Duchovny,Mark Haskell Smith,Beacon Communications,2,10,0
5476,The House of Yes,617403,85,1500000,6.7,Comedy,6947,1997,Mark Waters,R,10/10/1997,Parker Posey,Wendy MacLeod,Bandeira Entertainment,1,10,0
5477,Most Wanted,6320276,99,25000000,5.5,Action,5089,1997,David Hogan,R,10/10/1997,Keenen Ivory Wayans,Keenen Ivory Wayans,Ivory Way Productions,2,10,0
5479,Kiss the Girls,60527873,115,27000000,6.6,Crime,54408,1997,Gary Fleder,R,10/3/1997,Morgan Freeman,James Patterson,Paramount Pictures,3,10,0
5480,Camino sin retorno,6633400,125,19000000,6.8,Crime,44133,1997,Oliver Stone,R,10/3/1997,Sean Penn,John Ridley,Phoenix Pictures,2,10,0
5483,The Peacemaker,41263140,124,50000000,5.9,Action,48476,1997,Mimi Leder,R,9/26/1997,George Clooney,Leslie Cockburn,DreamWorks,3,9,0
5484,Soul Food,43490057,115,7500000,7.0,Comedy,5761,1997,George Tillman Jr.,R,9/26/1997,Vanessa Williams,George Tillman Jr.,Fox 2000 Pictures,3,9,0
5487,L.A. Confidential,64616940,138,35000000,8.3,Crime,448833,1997,Curtis Hanson,R,9/19/1997,Kevin Spacey,James Ellroy,Regency Enterprises,3,9,0
5488,The Full Monty,45950122,91,3500000,7.2,Comedy,86993,1997,Peter Cattaneo,R,9/19/1997,Robert Carlyle,Simon Beaufoy,Redwave Films,3,9,0
5489,Wishmaster,15719109,90,5000000,5.7,Fantasy,16368,1997,Robert Kurtzman,R,9/19/1997,Tammy Lauren,Peter Atkins,Image Organization,3,9,0
5492,The Game,48323648,129,50000000,7.8,Drama,285147,1997,David Fincher,R,9/12/1997,Michael Douglas,John Brancato,Polygram Filmed Entertainment,3,9,0
5493,The End of Violence,283033,122,5000000,5.6,Drama,4321,1997,Wim Wenders,R,9/12/1997,Traci Lind,Nicholas Klein,CiBy 2000,1,9,0
5494,Fire Down Below,16228448,105,60000000,5.0,Action,14530,1997,F�lix Enr�quez Alcal�,R,9/5/1997,Steven Seagal,Jeb Stuart,Warner Bros.,3,9,0
5495,Sin embargo es adorable,7221836,100,18000000,5.9,Drama,7334,1997,Nick Cassavetes,R,8/29/1997,Sean Penn,John Cassavetes,Miramax,2,8,0
5496,Hoodlum,23461013,130,30000000,6.3,Crime,8947,1997,Bill Duke,R,8/27/1997,Laurence Fishburne,Chris Brancato,United Artists,3,8,0
5497,Mimic,25480490,105,30000000,5.9,Horror,39195,1997,Guillermo del Toro,R,8/22/1997,Mira Sorvino,Donald A. Wollheim,Dimension Films,3,8,0
5498,G.I. Jane,48169156,125,50000000,5.9,Action,64233,1997,Ridley Scott,R,8/22/1997,Demi Moore,Danielle Alexandra,Caravan Pictures,3,8,0
5499,Money Talks,41067398,97,25000000,6.2,Action,23799,1997,Brett Ratner,R,8/22/1997,Charlie Sheen,Joel Cohen,New Line Cinema,3,8,0
5500,A Smile Like Yours,3247524,98,18000000,4.8,Comedy,1230,1997,Keith Samples,R,8/22/1997,Greg Kinnear,Kevin Meyer,Paramount Pictures,2,8,0
5502,Event Horizon,26673242,96,60000000,6.7,Horror,130640,1997,Paul W.S. Anderson,R,8/15/1997,Laurence Fishburne,Philip Eisner,Golar Productions,3,8,0
5503,Cop Land,44886089,105,10000000,6.9,Crime,73991,1997,James Mangold,R,8/15/1997,Sylvester Stallone,James Mangold,Miramax,3,8,0
